SN	REGION CODE	REGION NAME	DISTRICT CODE	DISTRICT (CENTRAL GOVERNMENT)	DISTRICT	OLD ID	TEMP ID (CURRENT)	CURRENT ID	NAME	ALTERNATIVE NAME(S)	STATUS	REMARKS	HMIS (MSIMBO)	DIVISION	WARD	VILLAGE/STREET	REGISTRATION No.	HF TYPE	OWNERSHIP	OWNERSHIP DETAIL	LATITUDE	LONGITUDE	SOURCE
4468	12	Mbeya	8	Mbeya CC	Mbeya CC	1208078	10	1208010	Ilumba Maternity Home		Operating		36	Ruanda	Ilomba	Sae		Maternity Home	Private	Private	-8.91435000041	33.48838	
4506	12	Mbeya	8	Mbeya CC	Mbeya CC		54	1208054	Ipinda		Operating		54	Ruanda	Bank	Mwanjelwa		Dispensary	Private	Others			
4503	12	Mbeya	8	Mbeya CC	Mbeya CC		51	1208051	Isyesye		Operating		51	Isyesye	Isyesye	Isyesye		Dispensary	Government	LGA			
4469	12	Mbeya	8	Mbeya CC	Mbeya CC	1208104	11	1208011	Itende		Operating		8	Sisimba	Itende	Lusungo  - Village		Dispensary	Government	LGA	-8.90539999964	33.40041	
4470	12	Mbeya	8	Mbeya CC	Mbeya CC	1208437	12	1208012	Itende JKT	Mbeya Military	Operating		11	Ruanda	Kalobe	Kalobe  - Village		Dispensary	Government	TPDF			
4471	12	Mbeya	8	Mbeya CC	Mbeya CC	1208438	13	1208013	Itensa		Operating		57	Sisimba	Nsalaga	Itezi Mashariki		Dispensary	Government	TASAF			
4472	12	Mbeya	8	Mbeya CC	Mbeya CC	1208108	14	1208014	Ituha		Operating		48	Ruanda	Ilomba	Ituha  - Village		Dispensary	Government	LGA			
4473	12	Mbeya	8	Mbeya CC	Mbeya CC	1208441	15	1208015	Iwambi		Operating		61	Sisimba	Iwambi	Mayombo		Dispensary	Government	LGA			
4474	12	Mbeya	8	Mbeya CC	Mbeya CC	1208118	16	1208016	Iyunga		Operating		54	Ruanda	Iyunga	Inyala  - Village		Health Centre	Government	LGA	-8.93654000027	33.42454	
4475	12	Mbeya	8	Mbeya CC	Mbeya CC	1208119	17	1208017	Iziwa		Operating		9	Sisimba	Iziwa	Iziwa  - Village		Dispensary	Government	LGA	-8.87336999995	33.39791	
4476	12	Mbeya	8	Mbeya CC	Mbeya CC	1208122	18	1208018	Jay Jay		Operating		56	Ruanda	Ilomba	Tonya  - Village		Dispensary	Private	Private	-8.91227999974	33.49408	
4479	12	Mbeya	8	Mbeya CC	Mbeya CC	1208153	21	1208021	K's		Operating		39	Ruanda	Forest	Magorofani		Hospital	Private	Private	-8.90895000017	33.4537	
4477	12	Mbeya	8	Mbeya CC	Mbeya CC	1208125	19	1208019	Kalobe		Operating		53	Ruanda	Kalobe	DDC		Maternity Home	Private	Private	-8.92344000037	33.42173	
4478	12	Mbeya	8	Mbeya CC	Mbeya CC	1208165.66666667	20	1208020	Kiwanja Mpaka		Operating		13	Sisimba	Maendeleo	Kiwanja Mpaka		Health Centre	Government	LGA			
4480	12	Mbeya	8	Mbeya CC	Mbeya CC	1208157	22	1208022	Lily's		Operating		40	Ruanda	Ilomba	Ilomba		Dispensary	Private	Private	-8.90884000023	33.48792	
4508	12	Mbeya	8	Mbeya CC	Mbeya CC		56	1208057	Makendza clinic		Operating			Ilomba	Sae	Sae		Clinic	Private	Others			
4509	12	Mbeya	8	Mbeya CC	Mbeya CC	1208370	57	1208057	Marie Stopes Tanzania		Operating			Ruanda	Ilomba	Hayanga		Health Centre	Others	Others	-8.90866999995	33.49832	
4481	12	Mbeya	8	Mbeya CC	Mbeya CC	1208193	23	1208023	Mart Uyole		Operating		45	Ruanda	Uyole	Hasanga		Dispensary	Government		-8.92058000038	33.52863	
4485	12	Mbeya	8	Mbeya CC	Mbeya CC	1208211	27	1208027	Mbeay Regional Hospital		Operating		52	Ruanda	Nzovwe	Ikuti		Hospital	Government	LGA	-8.91194	33.44579	
4505	12	Mbeya	8	Mbeya CC	Mbeya CC		53	1208053	Mbetoh		Operating		43	Mbalizi road	Sabasaba	Sabasaba		Dispensary	Private	Others			
4482	12	Mbeya	8	Mbeya CC	Mbeya CC	1208371	24	1208024	Mbeya Family Medical Care	Family Care	Operating		33	Sisimba	Sisimba	Tanesco		Special Clinic	Private	Private	-8.89356000003	33.44066	
4483	12	Mbeya	8	Mbeya CC	Mbeya CC	1208372	25	1208025	Mbeya Lutheran	Lutheran	Operating		55	Ruanda	Igawilo	Mwanyanje		Dispensary	FBO	Lutheran	-8.8966999996	33.56058	
4484	12	Mbeya	8	Mbeya CC	Mbeya CC	1208210	26	1208026	Mbeya Refferal		Operating		38	Sisimba	Sisimba	Uzunguni A		Hospital	Government	MOHSW	-8.8873	33.4387	
4486	12	Mbeya	8	Mbeya CC	Mbeya CC	1208212	28	1208028	Mbeya Surgical		Operating		19	Ruanda	Forest	Muungano		Clinic	Private	Private	-8.90881999977	33.45246	
4507	12	Mbeya	8	Mbeya CC	Mbeya CC		55	1208056	Medcare specialist Clinic		Operating			Ruanda	Kabwe	Kabwe		Clinic	Private	Others			
4487	12	Mbeya	8	Mbeya CC	Mbeya CC	1208373	29	1208029	Meta	Mbeya  Referral	Operating		Not Allocated	Ruanda	Mabatini	Mabatini		Hospital	Government	LGA	-8.90985000036	33.43283	
4489	12	Mbeya	8	Mbeya CC	Mbeya CC	1208374	32	1208032	MIST	Mbeya Technical/ MIST	Operating		15	Ruanda	Iyunga	Inyala  - Village		Dispensary	Government	LGA	-8.94226000009	33.41475	
4488	12	Mbeya	8	Mbeya CC	Mbeya CC	1208224	31	1208031	Mkekena		Operating		49	Ruanda	Kalobe	Maendeleo A		Dispensary	Private	Private	-8.9220700002	33.42386	
4490	12	Mbeya	8	Mbeya CC	Mbeya CC	1208252	33	1208033	Mwasenkwa		Operating		17	Sisimba	Mwasekwa	Ilembo		Dispensary	Government	LGA	-8.85669999967	33.48952	
4491	12	Mbeya	8	Mbeya CC	Mbeya CC	1208274	34	1208034	NIKU Maternity		Operating		27	Ruanda	Ilomba			Dispensary	Private	Private	-8.91950000029	33.48937	
4492	12	Mbeya	8	Mbeya CC	Mbeya CC	1208282	35	1208035	Nsalaga		Operating		6	Sisimba	Nsalaga	Nsalaga		Dispensary	Private	Private	-8.89535999974	33.54612	
4493	12	Mbeya	8	Mbeya CC	Mbeya CC	1208375	36	1208036	Omega		Operating		59	Ruanda	Iwambi	Ndege		Dispensary	Others	Others	-8.92933000033	33.38205	
4494	12	Mbeya	8	Mbeya CC	Mbeya CC	1208290	37	1208037	RC Iyunga		Operating		24	Ruanda	Iyunga	Maendeleo		Dispensary	FBO	RC	-8.92558999958	33.4052	
4495	12	Mbeya	8	Mbeya CC	Mbeya CC	1208292	38	1208038	Ruanda		Operating		21	Isangati	Santilya	Ruanda	MB/KIJ.110	Health Centre	Government	LGA	-8.90928000008	33.45983	
4496	12	Mbeya	8	Mbeya CC	Mbeya CC	1208377	39	1208039	Ruanda Chuo	Magereza Chuo	Operating		23	Sisimba	Mbalizi Road			Dispensary	Government	Prisons	-8.92593000004	33.40542	
4497	12	Mbeya	8	Mbeya CC	Mbeya CC	1208293	40	1208040	Ruanda Prison	Gereza Ruanda	Operating		22	Sisimba	Mbalizi Road	Magereza		Dispensary	Government	Prisons	-8.90113999983	33.44726	
4504	12	Mbeya	8	Mbeya CC	Mbeya CC		52	1208052	SDA		Operating		52	Iganzo	Iganzo	Iganzo		Dispensary	FBO	SDA			
4498	12	Mbeya	8	Mbeya CC	Mbeya CC	1208379	41	1208041	Sisimba Dental Clinic		Operating		26	Ruanda	Ruanda	Soweto		Special Clinic	Private	Private	-8.89316999982	33.44263	
4499	12	Mbeya	8	Mbeya CC	Mbeya CC	1208319	42	1208042	TAZARA Dispensary		Operating		39	Ruanda	Iyunga			Dispensary	Government	Parastatal	-8.92892000017	33.41576	
4500	12	Mbeya	8	Mbeya CC	Mbeya CC	1208322	43	1208043	TOHS		Operating		28					Dispensary			-8.91134999971	33.46738	
4501	12	Mbeya	8	Mbeya CC	Mbeya CC	1208330	44	1208044	Uhai Baptist		Operating		2	Ruanda	Ruanda	Mwenge		Health Centre	Others	Others	-8.906345	33.466394	
4502	12	Mbeya	8	Mbeya CC	Mbeya CC	1208339	46	1208046	Uyole Hospital		Operating		29	Ruanda	Uyole	Ibala		Hospital	Private	Private	-8.91041	33.54228	
4195	12	Mbeya	2	Mbeya District	Mbeya DC		69	1202069	Fadhili		Operating							Dispensary					
4139	12	Mbeya	2	Mbeya District	Mbeya DC	1202041	1	1202001	Idiga		Operating		1202001	Usongwe	B/Songwe			Dispensary	Government	LGA	-8.96062999993	33.2423	
4140	12	Mbeya	2	Mbeya District	Mbeya DC	1202355	2	1202002	Idunda		Operating		1202046	Tembela	Inyala	Idunda	MB/KIJ.561	Dispensary	Government	LGA	-8.91553000016	33.62783	
4141	12	Mbeya	2	Mbeya District	Mbeya DC	1202356	3	1202003	Ifisi	Mbalizi	Operating		1202022	Usongwe	Utengule Usongwe	Nsalala	MB/KIJ.93	Hospital	Others	Others	-8.93141999986	33.3106	
4142	12	Mbeya	2	Mbeya District	Mbeya DC	1202047	4	1202004	Ifupa		Operating		1202002	Tembela	Ilungu	Ifupa	MB/KIJ.526	Dispensary	Government	LGA	-8.97621999957	33.76655	
4143	12	Mbeya	2	Mbeya District	Mbeya DC	1202053	6	1202006	Igoma		Operating		1202003					Dispensary			-8.99464	33.66807	
4144	12	Mbeya	2	Mbeya District	Mbeya DC	1202060	7	1202007	Ikhoho		Operating		1202039	Tembela	Tembela	Ikhoho	MB/KIJ.146	Dispensary	Government	LGA	-8.92643000009	33.64563	
4145	12	Mbeya	2	Mbeya District	Mbeya DC	1202064	8	1202008	Ikukwa		Operating		1202004					Dispensary			-8.75745000007	33.28885	
4146	12	Mbeya	2	Mbeya District	Mbeya DC	1202071	9	1202009	Ilembo		Operating		1202005	Isangati	Ilembo	Ilembo	MB/KIJ.91	Health Centre	Government	LGA	-9.20376000021	33.35431	
4147	12	Mbeya	2	Mbeya District	Mbeya DC	1202072	10	1202010	Ileya		Operating		1202006	Tembela	Ihango	Ileya	MB/KIJ.548	Dispensary	Government	LGA	-8.75722999967	33.45578	
4148	12	Mbeya	2	Mbeya District	Mbeya DC	1202074	11	1202011	Ilindi		Operating		1202007	Isangati	Isuto	Ilindi	MB/KIJ.102	Dispensary	Government	LGA	-9.08104000043	33.32722	
4191	12	Mbeya	2	Mbeya District	Mbeya DC		65	1202065	Ilomba		Operating			Tembela	Tembela	Ilomba		Dispensary	Government	LGA			
4149	12	Mbeya	2	Mbeya District	Mbeya DC	1202079	12	1202012	Ilungu		Operating		1202009	Tembela	Ilungu	Mashese	MB/KIJ.527	Dispensary	Government	LGA	-8.94245999973	33.76198	
4150	12	Mbeya	2	Mbeya District	Mbeya DC	1202080	13	1202013	Inyala		Operating		1202010	Tembela	Inyala	Inyala	MB/KIJ.148	Health Centre	Government	LGA	-8.85688000011	33.63834	
4151	12	Mbeya	2	Mbeya District	Mbeya DC	1202085	14	1202014	Irambo		Operating		1202011	Tembela	Ulenje	Itala	MB/KIJ.529	Dispensary	Government	Parastatal	-8.93754999975	33.68149	
4153	12	Mbeya	2	Mbeya District	Mbeya DC	1202088	16	1202016	Isangati		Operating		1202040	Isangati	Iyunga/Mapinduzi	Isangati	MB/KIJ.165	Dispensary	Government	LGA	-9.07481000012	33.42882	
4152	12	Mbeya	2	Mbeya District	Mbeya DC	1202358	15	1202015	Isangula		Operating		1202012	Usongwe	Iwindi	Isangala	MB/KIJ.151	Dispensary	Government	LGA	-8.98840999996	33.31179	
4154	12	Mbeya	2	Mbeya District	Mbeya DC	1202097	18	1202018	Isonso		Operating		1202013	Isangati	Ilembo	Isonso	MB/KIJ.556	Dispensary	Government	LGA	-9.31360999982	33.42424	
4155	12	Mbeya	2	Mbeya District	Mbeya DC	1202098	19	1202019	Isuto		Operating		1202014	Isangati	Isuto	Isuto	MB/KIJ.98	Dispensary	Government	LGA	-9.09253	33.2819	
4189	12	Mbeya	2	Mbeya District	Mbeya DC		63	1202063	Itimba		Operating			Usongwe	Utengule Usongwe	Utengule		Dispensary	Government	LGA	-7.88844347621	33.331483887	
4156	12	Mbeya	2	Mbeya District	Mbeya DC	1202113	21	1202021	Iwalanje		Operating		1202041	Tembela	Ijombe	Iwalanje	MB/KIJ.172	Dispensary	Government	LGA	-8.96011999976	33.5859	
4157	12	Mbeya	2	Mbeya District	Mbeya DC	1202114	22	1202022	IWIJI		Operating		1202016	Isangati	Iwiji	Iwiji		Dispensary			-9.25966000027	33.24224	
4158	12	Mbeya	2	Mbeya District	Mbeya DC	1202115	23	1202023	Iwindi		Operating		1202015	Isangati	Isuto	Iwowo	MB/KIJ.82	Dispensary	Government	LGA	-8.96193999986	33.34941	
4159	12	Mbeya	2	Mbeya District	Mbeya DC	1207442	24	1202024	Iwowo		Operating		Not Allocated					Dispensary					
4160	12	Mbeya	2	Mbeya District	Mbeya DC	1202120	25	1202025	Izumbwe		Operating		17	Usongwe	Igale	Izumbwe	MB/KIJ.163	Dispensary	Government	LGA	-8.98429000015	33.39289	
4192	12	Mbeya	2	Mbeya District	Mbeya DC		66	1202066	Izuo		Operating			Tembela	Tembela	Izuo		Dispensary	Government	LGA			
4161	12	Mbeya	2	Mbeya District	Mbeya DC	1202121	27	1202027	IZYIRA		Operating		18	Isangati	izyira	Izyira		Dispensary			-9.27021000043	33.16739	
4162	12	Mbeya	2	Mbeya District	Mbeya DC	1202141	28	1202028	Kawetire		Operating		19	Tembela	Ihango	Haporoto	MB/KIJ.158	Dispensary			-8.84864999977	33.50592	
4163	12	Mbeya	2	Mbeya District	Mbeya DC	1207461	30	1202030	Lwanjiro		Operating		43	Tembela	Ihango	Lwanjilo	MB/KIJ.145	Dispensary	Government	LGA			
4164	12	Mbeya	2	Mbeya District	Mbeya DC	1202179	31	1202031	Maganjo		Operating		20	Usongwe	Iwindi	Maganjo	MB/KIJ.83	Dispensary	Government	LGA	-9.04593999968	33.40054	
4165	12	Mbeya	2	Mbeya District	Mbeya DC	1202188	32	1202032	Malowe		Operating		21	Usongwe	B/Songwe	Malowe	MB/KIJ.100	Dispensary	Government	LGA	-9.00263999978	33.28853	
4166	12	Mbeya	2	Mbeya District	Mbeya DC		33	1202033	Mbalizi Disp		Operating		45	Usongwe	Utengule Usongwe		MB/KIJ.116	Dispensary	Government	LGA			
4167	12	Mbeya	2	Mbeya District	Mbeya DC	1202203	34	1202034	MBALIZI JWTZ		Operating		23	Usongwe	Utengule Usongwe	Mbalizi		Health Centre	Government	Other MDAs	-8.93553999967	33.36043	
4168	12	Mbeya	2	Mbeya District	Mbeya DC	1202361	35	1202035	Mbonile		Operating		52	Tembela	Ulenje	Mbonile	MB/KIJ/118	Dispensary	Government	LGA	-8.92737000045	33.7044	
4169	12	Mbeya	2	Mbeya District	Mbeya DC	1202223	36	1202036	Mjele		Operating		25	Usongwe	Mshewe	Mjele	MB/KIJ.95	Dispensary	Government	LGA	-8.71891999968	33.11643	
4170	12	Mbeya	2	Mbeya District	Mbeya DC	1202362	37	1202037	Mlowo		Operating		51	Isangati	Isuto	Mlowo	MB/KIJ.144	Dispensary	Government	LGA	-9.12322000042	33.26691	
4171	12	Mbeya	2	Mbeya District	Mbeya DC	1202240	38	1202038	Mshewe		Operating		26	Usongwe	Mshewe	Mshewe	MB/KIJ.80	Dispensary	Government	LGA	-8.85546000022	33.27251	
4193	12	Mbeya	2	Mbeya District	Mbeya DC		67	1202067	Muvwa		Operating			Tembela	Tembela	Muvwa		Dispensary	Government	LGA			
4190	12	Mbeya	2	Mbeya District	Mbeya DC		64	1202064	Mwabowo		Operating			Usongwe	Utengule Usongwe	Utengule		Dispensary	Government	LGA	-6.88844347621	33.331483888	
4172	12	Mbeya	2	Mbeya District	Mbeya DC	1202265	42	1202042	Ngole		Operating		28	Tembela	Inyala	Ngole	MB/KIJ.128	Dispensary	Government	LGA	-8.93769999957	33.74514	
4173	12	Mbeya	2	Mbeya District	Mbeya DC	1202275	43	1202043	Njelenje		Operating		29	Usongwe	Njelenje	njelenje		Dispensary			-8.80380999994	33.22902	
4174	12	Mbeya	2	Mbeya District	Mbeya DC	1202364	46	1202046	Nyalwela		Operating		48	Tembela	Ilungu	Nyalwela	MB/KIJ.119	Dispensary	Government	LGA	-8.95971999955	33.72997	
4175	12	Mbeya	2	Mbeya District	Mbeya DC	1202365	47	1202047	Panda Hill		Operating		Not Allocated	Usongwe	B/Songwe			Dispensary	FBO	RC	-8.96172000007	33.24776	
4176	12	Mbeya	2	Mbeya District	Mbeya DC	1202289	48	1202048	Pauline		Operating		36	Usongwe	Utengule Usongwe			Dispensary	FBO	RC	-8.93752000031	33.34795	
4177	12	Mbeya	2	Mbeya District	Mbeya DC		49	1202049	RUANDA II		Operating		Not Allocated	Ruanda	Ruanda	Soko		Dispensary	Government	LGA			
4178	12	Mbeya	2	Mbeya District	Mbeya DC	1202301	50	1202050	Santilya		Operating		30	Isangati	Santilya	Santilya	MB/KIJ.109	Dispensary	Government	LGA	-9.11032000007	33.35937	
4179	12	Mbeya	2	Mbeya District	Mbeya DC	1202302	51	1202051	SARUJI		Operating		31	Usongwe	B/Songwe	Songwe Viwandani	MB/KIJ.753	Health Centre	Private	Private			
4180	12	Mbeya	2	Mbeya District	Mbeya DC		53	1202053	Shinzingo		Operating		Not Allocated					Dispensary					
4181	12	Mbeya	2	Mbeya District	Mbeya DC	1202366	54	1202054	Shizuvi		Operating		49	Isangati	Ilembo	Inyala Ilembo	MB/KIJ.88	Dispensary	Government	LGA	-9.26549999988	33.39708	
4182	12	Mbeya	2	Mbeya District	Mbeya DC	1202305	55	1202055	Shongo		Operating		42	Usongwe	Igale	Shongo	MB/KIJ.168	Dispensary	Government	LGA	-9.00931000005	33.42938	
4183	12	Mbeya	2	Mbeya District	Mbeya DC	1202307	57	1202057	Simambwe		Operating		32	Tembela	Tembela	Simambwe	MB/KIJ.566	Dispensary	Government	LGA	-8.98313999993	33.62023	
4184	12	Mbeya	2	Mbeya District	Mbeya DC	1202312	58	1202058	Songwe Magereza		Operating		33	Usongwe	B/Songwe			Dispensary	Government	Prisons	-8.94392000026	33.23638	
4185	12	Mbeya	2	Mbeya District	Mbeya DC	1202367	59	1202059	St. Peter & Paul		Operating		44	Usongwe	B/Songwe			Dispensary	FBO	RC	-8.95047999967	33.24025	
4186	12	Mbeya	2	Mbeya District	Mbeya DC	1202368	60	1202060	Swaya		Operating		47	Usongwe	Igale	Swaya	MB/KIJ.155	Dispensary	Government	LGA	-8.95092999967	33.44487	
4187	12	Mbeya	2	Mbeya District	Mbeya DC	1202334	61	1202061	Ulenje		Operating		34	Usongwe	B/Songwe	ulenje		Dispensary			-8.9440399997	33.67284	
4194	12	Mbeya	2	Mbeya District	Mbeya DC		68	1202068	Usongwi Juu		Operating			usongwe	utengule usongwe	utengule		Dispensary	Government	LGA			
4188	12	Mbeya	2	Mbeya District	Mbeya DC	1202336	62	1202062	Utengule		Operating		35	Usongwe	Utengule Usongwe	Utengule	MB/KIJ.81	Dispensary	Government	LGA	-8.88844347621	33.331483886	
3474	10	Ruvuma	3	Mbinga District	Mbinga DC	1003002	1	1003001	Amani makolo		Operating		1003001	Mbinga Town	Mkako	Amani Makolo		Dispensary	Government	LGA	-10.67481	35.13543	
3475	10	Ruvuma	3	Mbinga District	Mbinga DC	1003232	2	1003002	Burma		Operating		1003002	Â Mbuji	Mpapa	Buruma		Dispensary	Government	LGA	-11.1651507622	34.9134562484	
3476	10	Ruvuma	3	Mbinga District	Mbinga DC	1003012	3	1003003	Chinula		Operating		1003003	Â Ruhekei	Mbambabay	Chinula		Dispensary	Government	LGA	-11.28917	34.85447	
3477	10	Ruvuma	3	Mbinga District	Mbinga DC	1003014	4	1003004	Chiulu		Operating		1003004	Â Ruhekei	Mtipwili	Chiulu		Dispensary	Government	LGA	-11.34474	34.8611	
3478	10	Ruvuma	3	Mbinga District	Mbinga DC		5	1003005	Ilela		Operating	Added, missing in MHFL	Not Allocated	Â Mbuji	Mikalanga	Ilela		Dispensary	Government	LGA			
3479	10	Ruvuma	3	Mbinga District	Mbinga DC	1003027	6	1003006	Kigonsera		Operating		1003007	Mbinga Town	Kigonsera	Kigonsera		Health Centre	FBO	RC	-10.80503	35.07076	
3480	10	Ruvuma	3	Mbinga District	Mbinga DC	1003028	7	1003007	Kihangi Mahuka		Operating		1003008	Mbinga Town	Kihagi Mahuka	Kihangi Mahuka		Dispensary	Government	LGA	-10.81877	34.95685	
3481	10	Ruvuma	3	Mbinga District	Mbinga DC	1003242	8	1003008	Kihereketi		Operating		Not Allocated	Â Mbuji	Nyoni	Kihereketi		Dispensary	Government	LGA			
3482	10	Ruvuma	3	Mbinga District	Mbinga DC	1003243	9	1003009	Kihongo		Operating		Not Allocated	Â Mbuji	Mapera	Kihongo		Dispensary	Government	LGA			
3483	10	Ruvuma	3	Mbinga District	Mbinga DC		10	1003010	Kihuruku		Under Construction		Not Allocated	Kigonsera	Kigonsera	kihuruku		Dispensary	Government	LGA			
3484	10	Ruvuma	3	Mbinga District	Mbinga DC	1003029	11	1003011	Kikolo		Operating		1003009	Mbinga Town	Kikolo	Kikolo		Dispensary	Government	LGA	-11.02015	35.14315	
3485	10	Ruvuma	3	Mbinga District	Mbinga DC	1003031	12	1003012	Kilanga Juu		Operating		1003074	Â Mbuji	Mbuji	Kilangajuu		Dispensary	Government	Other MDAs	-10.99406	34.89184	
3486	10	Ruvuma	3	Mbinga District	Mbinga DC		13	1003013	Kilimani		Under Construction		Not Allocated	Mbinga Town	Kilimani	Kilimani		Dispensary	Government	LGA			
3487	10	Ruvuma	3	Mbinga District	Mbinga DC	1003033	14	1003014	Kilindi		Operating		1003010	Mbinga Town	Matiri	Kilindi		Dispensary	Government	LGA			
3488	10	Ruvuma	3	Mbinga District	Mbinga DC		15	1003015	Kilindinda		Under Construction		Not Allocated	Mpepo	Tingi	Kilindinda		Dispensary	Government	LGA			
3489	10	Ruvuma	3	Mbinga District	Mbinga DC	1003034	16	1003016	Kindimba		Operating		1003011	Mbinga Town	Myangayanga	Kindimba		Dispensary	Government	LGA	-10.95902	34.89221	
3490	10	Ruvuma	3	Mbinga District	Mbinga DC	1003035	17	1003017	Kindimba Chini		Operating		1003012	Namswea	Namswea	Kindimba Chini		Health Centre	Government	LGA	-10.60385	34.75318	
3491	10	Ruvuma	3	Mbinga District	Mbinga DC	1003036	18	1003018	Kindimba Juu		Operating		1003013	Namswea	Namswea	Kindimba Juu		Dispensary	Government	LGA	-10.5403	34.81156	
3492	10	Ruvuma	3	Mbinga District	Mbinga DC	1003037	19	1003019	Kingerikiti		Operating		1003014	Â Mpepo	Kingerikiti	Kingerikiti		Dispensary	Government	LGA	-11.20269	34.96788	
3493	10	Ruvuma	3	Mbinga District	Mbinga DC	1003038	20	1003020	Kingoli		Operating		1003015	Namswea	Litumbandyosi	Kingole		Dispensary	Government	LGA	-10.28451	35.10788	
3494	10	Ruvuma	3	Mbinga District	Mbinga DC	1003244	21	1003021	Kipapa		Operating		Not Allocated	Â Mbuji	Kipapa	Kipapa		Dispensary	Government	LGA			
3495	10	Ruvuma	3	Mbinga District	Mbinga DC	1003245	22	1003022	Kipololo		Operating		Not Allocated	Mbinga Town	Kipololo	Kipololo		Dispensary	Government	LGA			
3582	10	Ruvuma	3	Mbinga District	Mbinga DC		116	1003116	Kipololo		Under Construction	added	Not Allocated	Mkumbi	Ukata	Kipololo		Dispensary	Government	LGA			
3496	10	Ruvuma	3	Mbinga District	Mbinga DC	1003039	23	1003023	Kitai		Operating		1003016	Kigonsera	Mkako	Kitai		Dispensary	Government	TPDF	-10.71668	35.19556	
3497	10	Ruvuma	3	Mbinga District	Mbinga DC	1003040	24	1003024	Kitanda		Operating		1003017	Mbinga Town	Kitanda	Kitanda		Dispensary	Government	LGA	-10.97707	34.8253	
3498	10	Ruvuma	3	Mbinga District	Mbinga DC	1003246	25	1003025	Kitura		Operating		Not Allocated	Â Mbuji	Kitura	Kitura		Dispensary	Government	LGA			
3499	10	Ruvuma	3	Mbinga District	Mbinga DC	1003044	26	1003026	Kwambe		Operating		1003018	Â Ruhekei	Chiwanda	Kwambe		Dispensary	Government	LGA	-10.54247	34.6218	
3500	10	Ruvuma	3	Mbinga District	Mbinga DC	1003045	27	1003027	Langiro		Operating		1003065	Â Mbuji	Langiro	Langiro		Dispensary	Government	LGA	-10.99452	34.77893	
3501	10	Ruvuma	3	Mbinga District	Mbinga DC	1003247	28	1003028	Lihale		Operating		Not Allocated	Mbinga Town	Mkako	Lihale		Dispensary	Government	LGA			
3502	10	Ruvuma	3	Mbinga District	Mbinga DC	1003057	30	1003030	Linda		Operating		1003019	Mbinga Town	Linda	Linda		Dispensary	Government	LGA	-10.83552	34.90824	
3503	10	Ruvuma	3	Mbinga District	Mbinga DC	1003058	31	1003031	Liparamba		Operating		1003020	Â Mpepo	Liparamba	Liparamba		Health Centre	Government	LGA	-11.39944	35.22788	
3580	10	Ruvuma	3	Mbinga District	Mbinga DC		114	1003114	Lipilipili		Under Construction	added	Not Allocated	Mbinga Town	Mpepai	Lipilipili		Dispensary	Government	LGA			
3504	10	Ruvuma	3	Mbinga District	Mbinga DC	1003060	32	1003032	Litembo		Operating		1003022	Â Mbuji	Litembo	Litembo		Hospital	FBO	RC	-10.97693	34.8251	
3505	10	Ruvuma	3	Mbinga District	Mbinga DC		34	1003034	Litorongi		Operating	Added, missing in MHFL	1003080	Mbinga Town	Kigonsera	Litorongi		Dispensary	Government	LGA			
3506	10	Ruvuma	3	Mbinga District	Mbinga DC	1003063	35	1003035	Lituhi		Operating		1003023	Â Ruhuhu	Lituhi	Lituhi		Hospital	FBO	RC	-10.72028	34.6666	
3507	10	Ruvuma	3	Mbinga District	Mbinga DC	1003065	36	1003036	Litumbakuhamba		Operating		1003024	Â Ruhuhu	Lituhi	Litumba Kuhamba		Dispensary	Government	LGA	-11.02466	34.666	
3508	10	Ruvuma	3	Mbinga District	Mbinga DC	1003066	37	1003037	Litumbandyosi		Operating		1003025	Namswea	Litumbandyosi	Litumbandyosi		Dispensary	Government	LGA			
3509	10	Ruvuma	3	Mbinga District	Mbinga DC	1003248	38	1003038	Living Stone		Operating		Not Allocated	Â Ruhekei	Liuli	Puulu		Dispensary	Private	Private			
3510	10	Ruvuma	3	Mbinga District	Mbinga DC		39	1003039	Liwihi		Under Construction		Not Allocated	Kigonsera	Kitumbalomo	Liwihi		Dispensary	Government	LGA			
3511	10	Ruvuma	3	Mbinga District	Mbinga DC	1003249	41	1003041	Lugari		Under Construction		Not Allocated	Mbinga Town	Mkumbi	Lugari		Dispensary	Government	LGA			
3512	10	Ruvuma	3	Mbinga District	Mbinga DC	1003073	42	1003042	Luhagara		Operating	Edited name fromLuhangara to Luhagara	1003071	Namswea	Litumbandyosi	Luhagara		Dispensary	Government	LGA	-10.5341	35.05961	
3513	10	Ruvuma	3	Mbinga District	Mbinga DC	1003072	43	1003043	Luhangai		Operating		1003072	Mbinga Town	Mpepai	Luhangai		Dispensary	Government	LGA	-11.16413	35.10806	
3514	10	Ruvuma	3	Mbinga District	Mbinga DC		44	1003044	Luhangarasi		Operating	Added, missing in MHFL	Not Allocated	Â Mpepo	Luhangalasi	Luhangarasi		Dispensary	Government	LGA			
3579	10	Ruvuma	3	Mbinga District	Mbinga DC		113	1003113	Luhehe		Under Construction	added	Not Allocated	Mbinga Town	Kikolo	Uzena		Dispensary	Government	LGA			
3515	10	Ruvuma	3	Mbinga District	Mbinga DC		45	1003045	Luhindo		Under Construction		Not Allocated	Mpepo	Tingi	Luhindo		Dispensary	Government	LGA			
