SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
7513	Dodoma MC	Dodoma Mjini	Hazina	Msai	Mirembe	Mirembe	Hospital	MOHSW	Urban	Public
7518	Dodoma MC	Dodoma Mjini	Hazina	Msai	Iringa Road	Tumaini	Dispensary	Private	Urban	Private
7526	Dodoma MC	Dodoma Mjini	K/ndege	Msai	Wajenzi	Wajenzi	Clinic	LGA	Urban	Public
7527	Dodoma MC	Dodoma Mjini	Kikuyu Kusini	Msai	Mazengo	St John University	Dispensary	Anglican	Urban	Faith-Based
7536	Dodoma MC	Dodoma Mjini	Kikuyu Kaskazini	Msai	Kikuyu	Kikuyu	Dispensary	LGA	Urban	Public
7537	Dodoma MC	Dodoma Mjini	Kilimani	Msai	Police line	Msai	Dispensary	Police	Urban	Public
7541	Dodoma MC	Dodoma Mjini	Kilimani	Msai	Railway	Railway	Dispensary	Prisons	Urban	Public
7545	Dodoma MC	Dodoma Mjini	Tambukareli	Msai	Ntyuka	Ntyuka	Dispensary	LGA	Urban	Public
7546	Dodoma MC	Dodoma Mjini	Kizota	Msai	Nkhuhungu East	Elina	Maternity Home	Private	Urban	Private
7547	Dodoma MC	Dodoma Mjini	Kizota	Msai	Nkhuhungu East	Nkhungu	Dispensary		Urban	TBD
7551	Dodoma MC	Dodoma Mjini	Kizota	Msai	Area A	Matovolwa	Health Centre	Private	Urban	Private
7552	Dodoma MC	Dodoma Mjini	Madukani	Msai	Mtaa Jamal	Agakhan	Health Centre		Urban	TBD
7553	Dodoma MC	Dodoma Mjini	Madukani	Msai	One way	Msai	Dispensary	Private	Urban	Private
7554	Dodoma MC	Dodoma Mjini	Madukani	Msai	Madukani	Mackey House	Health Centre	Anglican	Urban	Faith-Based
7555	Dodoma MC	Dodoma Mjini	Madukani	Msai	Hosp mtaa	Dodoma	Hospital	LGA	Urban	Public
7556	Dodoma MC	Dodoma Mjini	Madukani	Msai	Madukani	Upendo	Dispensary	Private	Urban	Private
7562	Dodoma MC	Dodoma Mjini	Makole	Msai	Makole	Makole	Dispensary	LGA	Urban	Public
7563	Dodoma MC	Dodoma Mjini	Makole	Msai		Makole	Dispensary	Private	Urban	Private
7570	Dodoma MC	Dodoma Mjini	Makole	Msai	Miyuji	Immaculate	Dispensary	Roman Catholic	Urban	Faith-Based
7571	Dodoma MC	Dodoma Mjini	Makole	Msai		St Gemma	Health Centre	Roman Catholic	Urban	Faith-Based
7572	Dodoma MC	Dodoma Mjini	Mkonze	Mkonze		Mkonze	Health Centre	LGA	Urban	Public
7573	Dodoma MC	Dodoma Mjini	Mkonze	Michese		Michese	Dispensary	LGA	Urban	Public
7575	Dodoma MC	Dodoma Mjini	Nzuguni	Mahomanyika		Mahomanyika	Dispensary	LGA	Urban	Public
7576	Dodoma MC	Dodoma Mjini	Nzuguni	Chitelela		Chitelela	Dispensary	LGA	Urban	Public
7577	Dodoma MC	Dodoma Mjini	Nzuguni	Nzuguni		Immaculata	Dispensary	Roman Catholic	Urban	Faith-Based
7581	Dodoma MC	Dodoma Mjini	Uhuru	Nzuguni	Kipande	Central Uhuru	Dispensary	Private	Urban	Private
7583	Dodoma MC	Dodoma Mjini	Viwandani	Nzuguni	Mtendeni	Kidyala	Clinic	Private	Urban	Private
7587	Dodoma MC	Dodoma Mjini	Viwandani	Nzuguni	Tofiki	Yalumbwe	Dispensary	Private	Urban	Private
7588	Dodoma MC	Dodoma Mjini	Viwandani	Nzuguni		Makole	Health Centre	LGA	Urban	Public
7590	Dodoma MC	Dodoma Mjini	Dodoma Makulu	Dodoma Makulu	Chimwaga	Udom	Dispensary	Parastatal	Urban	Public
7591	Dodoma MC	Dodoma Mjini	Dodoma Makulu	Iyumbu		None			Urban	TBD
7593	Dodoma MC	Hombolo	Chihanga	Chihanga		Chihanga	Dispensary	LGA	Urban	Public
7594	Dodoma MC	Hombolo	Chihanga	Nzasa		Nzasa	Dispensary	TASAF	Urban	Public
7595	Dodoma MC	Hombolo	Chihanga	Gawaye		Gawaye	Dispensary	TASAF	Urban	Public
7596	Dodoma MC	Hombolo	Hombolo	Hombolo Makulu		Hombolo Makulu	Dispensary	LGA	Urban	Public
7597	Dodoma MC	Hombolo	Hombolo	Hombolo Bwawani		Hombolo Leprosy	Hospital	Anglican	Urban	Faith-Based
7598	Dodoma MC	Hombolo	Hombolo	Hombolo Bwawani		Hombolo	Health Centre	LGA	Urban	Public
7599	Dodoma MC	Hombolo	Hombolo	Mkoyo		Mkoyo	Dispensary	LGA	Urban	Public
7601	Dodoma MC	Hombolo	Ipala	Ipala		Ipala	Dispensary	LGA	Urban	Public
7602	Dodoma MC	Hombolo	Ipala	Mahoma Makulu		Mahoma Makulu	Dispensary	LGA	Urban	Public
7603	Dodoma MC	Hombolo	Ipala	Chahwa		Chahwa	Dispensary	LGA	Urban	Public
7606	Dodoma MC	Hombolo	Makutopora	Veyula	Weyula	Veyula	Dispensary	Roman Catholic	Urban	Faith-Based
7607	Dodoma MC	Hombolo	Makutopora	Veyula	Makutopora	Makutopora JKT	Dispensary	TPDF	Urban	Public
7608	Dodoma MC	Hombolo	Msalato	Msalato		Msalato	Dispensary	Prisons	Urban	Public
7609	Dodoma MC	Hombolo	Msalato	Msalato		Msalato JWTZ	Dispensary	TPDF	Urban	Public
7610	Dodoma MC	Kikombo	Kikombo	Kikombo		Kikombo	Health Centre	LGA	Urban	Public
7611	Dodoma MC	Kikombo	Kikombo	Chololo		Chololo	Dispensary	TASAF	Urban	Public
7612	Dodoma MC	Kikombo	Mtumba	Mtumba		Mtumba	Dispensary	LGA	Urban	Public
7613	Dodoma MC	Kikombo	Mtumba	Ihumwa		Ihumwa	Dispensary	LGA	Urban	Public
7614	Dodoma MC	Kikombo	Mtumba	Ihumwa		Ihumwa JWTZ	Dispensary	TPDF	Urban	Public
7615	Dodoma MC	Kikombo	Mtumba	Vikonje		Vikonje	Dispensary	LGA	Urban	Public
7616	Dodoma MC	Kikombo	Nghonghona	Mapinduzi		Mapinduzi	Dispensary	LGA	Urban	Public
7617	Dodoma MC	Kikombo	Nghonghona	Nghonghona		Nghonghona	Dispensary	LGA	Urban	Public
7618	Dodoma MC	Zuzu	Mbabala	Mbabala A		Mbabala A	Dispensary	LGA	Urban	Public
7619	Dodoma MC	Zuzu	Mbabala	Mbabala A		Bihawana	Dispensary	Roman Catholic	Urban	Faith-Based
7620	Dodoma MC	Zuzu	Mbabala	Mbabala B		Mbabala B	Dispensary	LGA	Urban	Public
7621	Dodoma MC	Zuzu	Mbalawala	Mbalawala		Mbalawala	Dispensary	LGA	Urban	Public
7622	Dodoma MC	Zuzu	Mbalawala	Lugala		Lugala	Dispensary	TASAF	Urban	Public
7623	Dodoma MC	Zuzu	Mpunguzi	Matumbulu		Matumbulu	Dispensary	LGA	Urban	Public
7624	Dodoma MC	Zuzu	Mpunguzi	Mpunguzi		Mpunguzi	Dispensary	LGA	Urban	Public
7625	Dodoma MC	Zuzu	Mpunguzi	Nkulabi		Nkulabi	Dispensary	LGA	Urban	Public
7626	Dodoma MC	Zuzu	Nala	Chigongwe		Chigongwe	Dispensary	LGA	Urban	Public
7627	Dodoma MC	Zuzu	Nala	Nala		Nala	Dispensary	LGA	Urban	Public
7628	Dodoma MC	Zuzu	Zuzu	Zuzu		Zuzu	Dispensary	LGA	Urban	Public
7630	Kongwa DC	Kongwa	Kongwa	Kongwa		Kongwa	Hospital	LGA	Rural	Public
7631	Kongwa DC	Kongwa	Kongwa	Kongwa		Kongwa	Dispensary	Roman Catholic	Rural	Faith-Based
7632	Kongwa DC	Kongwa	Mtanana	Mtanana A		Mtanana	Dispensary	LGA	Rural	Public
7635	Kongwa DC	Kongwa	Mtanana	Ndalibo		Narco	Dispensary	Parastatal	Rural	Public
7636	Kongwa DC	Kongwa	Mtanana	Ndalibo		Ndalibo	Dispensary	LGA	Rural	Public
7637	Kongwa DC	Kongwa	Ugogoni	Ugogoni		Ugogoni	Health Centre	LGA	Rural	Public
7639	Kongwa DC	Kongwa	Ugogoni	Machenje		Machenje	Dispensary	LGA	Rural	Public
7640	Kongwa DC	Kongwa	Ugogoni	Ibwaga		Ibwaga	Dispensary	LGA	Rural	Public
7641	Kongwa DC	Kongwa	Sagara	Laikala		Laikala	Dispensary	LGA	Rural	Public
7642	Kongwa DC	Kongwa	Sagara	Ijaka		Ijaka	Dispensary	LGA	Rural	Public
7645	Kongwa DC	Kongwa	Sagara	Sagara B		Sagara	Dispensary		Rural	TBD
7646	Kongwa DC	Kongwa	Sejeli	Sejeli		Sejeli	Dispensary		Rural	TBD
7647	Kongwa DC	Kongwa	Sejeli	Sejeli		Sejeli	Dispensary	Parastatal	Rural	Public
7648	Kongwa DC	Kongwa	Sejeli	Msunjilile		Msunjilile	Dispensary	LGA	Rural	Public
7651	Kongwa DC	Kongwa	Sejeli	Mbande		Mbande	Dispensary	LGA	Rural	Public
7652	Kongwa DC	Mlali	Mlali	Mlali Lyegu		Mlali	Health Centre	LGA	Rural	Public
7653	Kongwa DC	Mlali	Mlali	Mlali Lyegu		Mlali Iyegu	Dispensary	Roman Catholic	Rural	Faith-Based
7654	Kongwa DC	Mlali	Mlali	Ngumbi		Ngumbi	Dispensary	LGA	Rural	Public
7656	Kongwa DC	Mlali	Mlali	Ihanda		Ihanda	Dispensary	LGA	Rural	Public
7657	Kongwa DC	Mlali	Mlali	Pembamoto		Pembamoto	Dispensary	LGA	Rural	Public
7660	Kongwa DC	Mlali	Njoge	Njoge		Njoge	Dispensary	LGA	Rural	Public
7661	Kongwa DC	Mlali	Njoge	Ngomai		Ngomai	Dispensary	LGA	Rural	Public
7665	Kongwa DC	Mlali	Iduo	Iduo		Iduo	Dispensary	LGA	Rural	Public
7667	Kongwa DC	Mlali	Pandambili	Moleti		Moleti	Dispensary	LGA	Rural	Public
7668	Kongwa DC	Mlali	Pandambili	Vihingo		Vihingo	Dispensary	LGA	Rural	Public
7669	Kongwa DC	Mlali	Pandambili	Kiteto		Kiteto	Dispensary		Rural	TBD
7671	Kongwa DC	Mlali	Pandambili	Pandambili		Pandambili	Dispensary	LGA	Rural	Public
7673	Kongwa DC	Mlali	Pandambili	Chiwe		Chiwe	Dispensary	LGA	Rural	Public
7674	Kongwa DC	Mlali	Kibaigwa	Kibaigwa		Mwigoha	Dispensary		Rural	TBD
7675	Kongwa DC	Mlali	Kibaigwa	Kibaigwa		Kibaigwa	Dispensary	LGA	Rural	Public
7676	Kongwa DC	Mlali	Kibaigwa	Ndulugumi		Ndulugumi	Dispensary	LGA	Rural	Public
7678	Kongwa DC	Mlali	Kibaigwa	Kibaigwa		Tumaini	Dispensary	Private	Rural	Private
7679	Kongwa DC	Mlali	Chamkoroma	Mseta		Mseta	Dispensary	LGA	Rural	Public
7682	Kongwa DC	Mlali	Chamkoroma	Chamkoroma		Chamkoroma	Dispensary	Lutheran	Rural	Faith-Based
7683	Kongwa DC	Mlali	Chamkoroma	Chamkoroma		Chamkoroma	Dispensary	LGA	Rural	Public
7685	Kongwa DC	Mlali	Chamkoroma	Tubugwe		Tubugwe	Dispensary	LGA	Rural	Public
7686	Kongwa DC	Zoisa	Mkoka	Mkoka		Mkoka	Health Centre	LGA	Rural	Public
7687	Kongwa DC	Zoisa	Mkoka	Mkoka		Juva	Dispensary	Private	Rural	Private
7688	Kongwa DC	Zoisa	Mkoka	Mkoka		Mkoka	Dispensary	Seventh Day Adventists	Rural	Faith-Based
7689	Kongwa DC	Zoisa	Mkoka	Makawa		Makawa	Dispensary	LGA	Rural	Public
7690	Kongwa DC	Zoisa	Mkoka	Matongoro		Matongoro	Dispensary	LGA	Rural	Public
7693	Kongwa DC	Zoisa	Zoisa	Chitego		Chitego	Dispensary	LGA	Rural	Public
7694	Kongwa DC	Zoisa	Zoisa	Pingalame		Pingalame	Dispensary	LGA	Rural	Public
7696	Kongwa DC	Zoisa	Zoisa	Zoisa		Zoisa	Dispensary	LGA	Rural	Public
7697	Kongwa DC	Zoisa	Hogoro	Songambele B		Songambele	Dispensary	LGA	Rural	Public
7698	Kongwa DC	Zoisa	Hogoro	Banyibanyi		Banyibanyi	Dispensary	LGA	Rural	Public
7699	Kongwa DC	Zoisa	Hogoro	Hogoro		Hogoro	Dispensary	LGA	Rural	Public
7702	Kongwa DC	Zoisa	Hogoro	Songambele A		Sheya	Dispensary	Private	Rural	Private
7703	Bahi DC	Bahi DC	Bahi	Bahi Mission		Bahi	Dispensary	Parastatal	Rural	Public
7704	Bahi DC	Bahi DC	Bahi	Bahi Sokoni		Bahi	Health Centre	LGA	Rural	Public
7707	Bahi DC	Bahi DC	Ibihwa	Ibihwa		Ibihwa	Dispensary	LGA	Rural	Public
7708	Bahi DC	Bahi DC	Ibihwa	Mnkola		Mnkola	Dispensary	LGA	Rural	Public
7709	Bahi DC	Bahi DC	Ilindi	Ilindi		Ilindi	Dispensary	LGA	Rural	Public
7711	Bahi DC	Bahi DC	Kigwe	Kigwe		Kigwe	Dispensary	LGA	Rural	Public
7713	Bahi DC	Bahi DC	Kigwe	Mzogole		Mzogole	Dispensary	LGA	Rural	Public
7714	Bahi DC	Bahi DC	Mpamantwa	Bahi Makulu		Bahi Makulu	Dispensary	LGA	Rural	Public
7716	Bahi DC	Bahi DC	Mpamantwa	Mpamantwa		Mpamantwa	Dispensary	LGA	Rural	Public
7718	Bahi DC	Chipanga	Chali	Chali Isangha		Chali	Dispensary	LGA	Rural	Public
7719	Bahi DC	Chipanga	Chali	Chali Makulu		Chali Makulu	Dispensary	LGA	Rural	Public
7720	Bahi DC	Chipanga	Chali	Chikopelo		Chikopelo	Dispensary	Parastatal	Rural	Public
7721	Bahi DC	Chipanga	Chikola	Chikola		Chikola	Dispensary	LGA	Rural	Public
7722	Bahi DC	Chipanga	Chikola	Chimendeli		Chimendeli	Dispensary	LGA	Rural	Public
7723	Bahi DC	Chipanga	Chikola	Nghulugano		Nghulugano	Dispensary	LGA	Rural	Public
7724	Bahi DC	Chipanga	Chikola	Chiguluka		Chiguluka	Dispensary	LGA	Rural	Public
7725	Bahi DC	Chipanga	Chipanga	Chipanga A		Chipanga	Health Centre	LGA	Rural	Public
7728	Bahi DC	Chipanga	Mpalanga	Mpalanga		Mpalanga	Dispensary	LGA	Rural	Public
7730	Bahi DC	Chipanga	Nondwa	Chifukuka		Chifutuka	Dispensary	LGA	Rural	Public
7731	Bahi DC	Chipanga	Nondwa	Magaga		Magaga	Dispensary	LGA	Rural	Public
7732	Bahi DC	Chipanga	Nondwa	Nondwa		Nondwa	Dispensary	LGA	Rural	Public
7733	Bahi DC	Chipanga	Nondwa	Zejele		Zejele		Private	Rural	Private
7734	Bahi DC	Mundemu	Babayu	Asanje		Asanje	Dispensary	LGA	Rural	Public
7735	Bahi DC	Mundemu	Babayu	Babayu		Babayu	Dispensary	LGA	Rural	Public
7736	Bahi DC	Mundemu	Babayu	Kongogo		Kongogo	Dispensary	LGA	Rural	Public
7737	Bahi DC	Mundemu	Lamaiti	Bankolo		Bankolo	Dispensary	LGA	Rural	Public
7738	Bahi DC	Mundemu	Lamaiti	Lamaiti		Lamaiti	Dispensary	LGA	Rural	Public
7739	Bahi DC	Mundemu	Lamaiti	Lukali		Lukali	Dispensary	LGA	Rural	Public
7741	Bahi DC	Mundemu	Makanda	Makanda		Makanda	Dispensary	LGA	Rural	Public
7744	Bahi DC	Mundemu	Msisi	Msisi		Msisi	Dispensary	LGA	Rural	Public
7747	Bahi DC	Mundemu	Mundemu	Mundemu		Mundemu	Health Centre	LGA	Rural	Public
7750	Bahi DC	Mundemu	Zanka	Mkondai		Mkondai	Dispensary	LGA	Rural	Public
7751	Bahi DC	Mundemu	Zanka	Zanka		Zanka	Dispensary	LGA	Rural	Public
7752	Bahi DC	Mwitikira	Chibelela	Isangha		Isangha	Dispensary	LGA	Rural	Public
7753	Bahi DC	Mwitikira	Chibelela	Chibelela		Chibelela	Dispensary	LGA	Rural	Public
7754	Bahi DC	Mwitikira	Ibugule	Ibugule		Ibugule	Dispensary	LGA	Rural	Public
7755	Bahi DC	Mwitikira	Ibugule	Nkhome		Nkhome	Dispensary	LGA	Rural	Public
7756	Bahi DC	Mwitikira	Mtitaa	Mtitaa		Mtitaa	Health Centre	LGA	Rural	Public
7758	Bahi DC	Mwitikira	Mwitikira	Mphangwe		Mphangwe	Dispensary	LGA	Rural	Public
7759	Bahi DC	Mwitikira	Mwitikira	Mwitikira		Mwitikira	Dispensary	LGA	Rural	Public
7760	Chamwino DC	Mpwayungu	Chinugulu	Chinugulu		Chinugulu	Dispensary	LGA	Rural	Public
7761	Chamwino DC	Mpwayungu	Nkambaku	Nkambaku		Nkambaku	Dispensary	LGA	Rural	Public
7762	Chamwino DC	Mpwayungu	Nkambaku	Ndogowe		Ndogowe	Dispensary	LGA	Rural	Public
7763	Chamwino DC	Mpwayungu	Mpwayungu	Nagulo Mwitikira		Nagulo Mwitikira	Dispensary	LGA	Rural	Public
7764	Chamwino DC	Mpwayungu	Mpwayungu	Mpwayungu		Mpwayungu	Dispensary	LGA	Rural	Public
7765	Chamwino DC	Mpwayungu	Huzi	Huzi		Huzi	Dispensary	LGA	Rural	Public
7766	Chamwino DC	Mpwayungu	Huzi	Chifukulo		Chifukulo	Dispensary	LGA	Rural	Public
7767	Chamwino DC	Mpwayungu	Manda	Manda		Ilangali	Dispensary	LGA	Rural	Public
7768	Chamwino DC	Mpwayungu	Manda	Ilangali		Manda	Dispensary	LGA	Rural	Public
7769	Chamwino DC	Mvumi	Mv/ Makulu	Mv/ Makulu		Mv/Makulu	Dispensary	LGA	Rural	Public
7770	Chamwino DC	Mvumi	Mv/mission	Mv/mission		Mvumi	Hospital	BAKWATA	Rural	Private
7771	Chamwino DC	Mvumi	Mv/mission	Ndebwe		Ndebwe	Dispensary	LGA	Rural	Public
7772	Chamwino DC	Mvumi	Muungano	Muungano		Muungano	Dispensary	LGA	Rural	Public
7775	Chamwino DC	Mvumi	Idifu	Idifu		Idifu	Dispensary	LGA	Rural	Public
7776	Chamwino DC	Mvumi	Idifu	Miganga		Miganga	Dispensary	LGA	Rural	Public
7777	Chamwino DC	Mvumi	Handali	Handali		Handali	Health Centre	LGA	Rural	Public
7778	Chamwino DC	Mvumi	Handali	Chanhumba		Chanhumba	Dispensary	LGA	Rural	Public
7779	Chamwino DC	Mvumi	Igandu	Igandu		Igandu	Dispensary	LGA	Rural	Public
7780	Chamwino DC	Mvumi	Igandu	Nghahelezi		Nghahelezi	Dispensary	LGA	Rural	Public
7781	Chamwino DC	Mvumi	Igandu	Chinoje		Chinoje	Dispensary	LGA	Rural	Public
7782	Chamwino DC	Mvumi	Ir/mvumi	Ir/mvumi		Ir/Mvumi	Dispensary	LGA	Rural	Public
7783	Chamwino DC	Mvumi	Ir/mvumi	Ikombolinga		Ikombolinga	Dispensary	LGA	Rural	Public
7784	Chamwino DC	Makangwa	Makangwa	Makangwa		Makangwa	Dispensary	LGA	Rural	Public
7785	Chamwino DC	Makangwa	Makangwa	Mloda		Mloda	Dispensary	LGA	Rural	Public
7786	Chamwino DC	Makangwa	Makangwa	Ml/barabarani		Ml/Barabarani	Dispensary	LGA	Rural	Public
7787	Chamwino DC	Makangwa	Ml/bwawani	Ml/bwawani		Ml/Bwawani	Dispensary	LGA	Rural	Public
7788	Chamwino DC	Makangwa	Ml/bwawani	Ml/bwawani		Ml/Bwawani	Dispensary	Parastatal	Rural	Public
7789	Chamwino DC	Makangwa	Ml/bwawani	Nhinhi		Nhinhi	Dispensary	LGA	Rural	Public
7790	Chamwino DC	Makangwa	Ml/bwawani	Wiliko		Wiliko	Dispensary	LGA	Rural	Public
7791	Chamwino DC	Makangwa	Ml/bwawani	Nkwenda		Nkwenda	Dispensary	LGA	Rural	Public
7792	Chamwino DC	Makangwa	Fufu	Fufu		Fufu	Dispensary	LGA	Rural	Public
7793	Chamwino DC	Makangwa	Fufu	Loje		Loje	Dispensary	LGA	Rural	Public
7794	Chamwino DC	Makangwa	Fufu	Suli		Suli	Dispensary	LGA	Rural	Public
7795	Chamwino DC	Makangwa	Fufu	Chiboli		Chiboli	Dispensary	LGA	Rural	Public
7796	Chamwino DC	Makangwa	Manzase	Manzase		Manzase	Dispensary	LGA	Rural	Public
7797	Chamwino DC	Makangwa	Manzase	Sasajila		Sasajila	Dispensary	LGA	Rural	Public
7799	Chamwino DC	Itiso	Itiso	Itiso		Itiso	Dispensary	LGA	Rural	Public
7800	Chamwino DC	Itiso	Itiso	Itiso		Itiso	Dispensary	Parastatal	Rural	Public
7801	Chamwino DC	Itiso	Itiso	Solowu		Solowu	Dispensary	LGA	Rural	Public
7802	Chamwino DC	Itiso	Segala	Segala		Segala	Dispensary	LGA	Rural	Public
7804	Chamwino DC	Itiso	Segala	Izava		Izava	Dispensary	LGA	Rural	Public
7805	Chamwino DC	Itiso	Segala	Zajilwa		Zajilwa	Dispensary	LGA	Rural	Public
7806	Chamwino DC	Itiso	Segala	Gwandi		Gwandi	Dispensary	LGA	Rural	Public
7807	Chamwino DC	Itiso	Dabalo	Dabalo		Dabalo	Dispensary	LGA	Rural	Public
7808	Chamwino DC	Itiso	Dabalo	Chiwondo		Chiwondo	Dispensary	LGA	Rural	Public
7810	Chamwino DC	Itiso	Dabalo	Manyemba		Manyemba	Dispensary	LGA	Rural	Public
7811	Chamwino DC	Itiso	Haneti	Haneti		Haneti	Health Centre	LGA	Rural	Public
7813	Chamwino DC	Itiso	Haneti	Humekwa		Humekwa	Dispensary	LGA	Rural	Public
7814	Chamwino DC	Itiso	Haneti	Chenene		Chenene	Dispensary	LGA	Rural	Public
7815	Chamwino DC	Itiso	Membe	Membe		Membe	Dispensary	LGA	Rural	Public
7816	Chamwino DC	Itiso	Membe	Mlimwa		Mlimwa	Dispensary	LGA	Rural	Public
7817	Chamwino DC	Chilonwa	Msanga	Msanga		Msanga	Dispensary	LGA	Rural	Public
7818	Chamwino DC	Chilonwa	Msanga	Kawawa		Kawawa	Dispensary	LGA	Rural	Public
7819	Chamwino DC	Chilonwa	Manchali	Manchali		Manchali	Dispensary	LGA	Rural	Public
7820	Chamwino DC	Chilonwa	Manchali	Chalinze		Chalinze	Dispensary	LGA	Rural	Public
7821	Chamwino DC	Chilonwa	Manchali	Wilunze		Wilunze	Dispensary	LGA	Rural	Public
7822	Chamwino DC	Chilonwa	Msamalo	Mnase		Mnase	Dispensary	LGA	Rural	Public
7823	Chamwino DC	Chilonwa	Msamalo	Mgunga		Mgunga	Dispensary	LGA	Rural	Public
7824	Chamwino DC	Chilonwa	Msamalo	Mlebe		Mlebe	Dispensary	LGA	Rural	Public
7825	Chamwino DC	Chilonwa	Buigiri	Buigiri		Buigiri	Dispensary	LGA	Rural	Public
7826	Chamwino DC	Chilonwa	Buigiri	Chamwino		Chamwino	Health Centre	LGA	Rural	Public
7827	Chamwino DC	Chilonwa	Buigiri	Chinangali Ii		Chinangali II	Dispensary	LGA	Rural	Public
7828	Chamwino DC	Chilonwa	Chilonwa	Nzali		Chilonwa	Dispensary	LGA	Rural	Public
7830	Chamwino DC	Chilonwa	Majeleko	Chinangali I		Chinangali I	Dispensary	LGA	Rural	Public
7831	Chamwino DC	Chilonwa	Majeleko	Majeleko		Majeleko	Dispensary	LGA	Rural	Public
7832	Chamwino DC	Chilonwa	Ikowa	Ikowa		Ikowa	Dispensary	LGA	Rural	Public
7834	Kondoa DC	Kondoa Mjini	Kondoa Mjini	Iboni		Kondoa	Hospital	LGA	Rural	Public
7837	Kondoa DC	Kondoa Mjini	Kondoa Mjini	Iboni	Kilimani	Elct	Dispensary	Lutheran	Rural	Faith-Based
7838	Kondoa DC	Kondoa Mjini	Kondoa Mjini	Iboni	Mnarani	Blased	Dispensary	BAKWATA	Rural	Private
7844	Kondoa DC	Kondoa Mjini	Kingale	Kingale		Kingale	Dispensary	LGA	Rural	Public
7848	Kondoa DC	Kondoa Mjini	Suruke	Mongoroma		Kinga'ng'a	Dispensary	Prisons	Rural	Public
7849	Kondoa DC	Kondoa Mjini	Suruke	Mongoroma		Mongoroma	Dispensary	LGA	Rural	Public
7852	Kondoa DC	Kondoa Mjini	Suruke	Munguri		Munguri		Roman Catholic	Rural	Faith-Based
7856	Kondoa DC	Pahi	Busi	Busi		Busi Rhc	Health Centre	LGA	Rural	Public
7862	Kondoa DC	Pahi	Kalamba	Hebi Chini		Hebi	Dispensary	LGA	Rural	Public
7866	Kondoa DC	Pahi	Kwadelo	Kwadelo		Kwadelo	Dispensary	LGA	Rural	Public
7869	Kondoa DC	Pahi	Bumbuta	Bumbuta		Bumbuta	Dispensary	LGA	Rural	Public
7870	Kondoa DC	Pahi	Bumbuta	Itaswi		Itaswi	Dispensary	LGA	Rural	Public
7874	Kondoa DC	Pahi	Bumbuta	Kisaki		Kisaki	Dispensary	LGA	Rural	Public
7875	Kondoa DC	Pahi	Haubi	Haubi		Haubi	Health Centre	LGA	Rural	Public
7876	Kondoa DC	Pahi	Haubi	Haubi		Haubi	Dispensary	Roman Catholic	Rural	Faith-Based
7879	Kondoa DC	Pahi	Haubi	Pahi		Pahi	Dispensary	LGA	Rural	Public
7880	Kondoa DC	Pahi	Haubi	Kinyasi Kati		Kinyasi	Dispensary	LGA	Rural	Public
7881	Kondoa DC	Pahi	Haubi	Kinyasi Kati		Kinyasi	Dispensary	Roman Catholic	Rural	Faith-Based
7882	Kondoa DC	Pahi	Haubi	Kiteo		Kiteo	Dispensary	LGA	Rural	Public
7888	Kondoa DC	Mondo	Mondo	Mondo		Mondo	Dispensary	LGA	Rural	Public
7892	Kondoa DC	Mondo	Mondo	Churuku		Churuku	Dispensary	LGA	Rural	Public
7893	Kondoa DC	Mondo	Jangalo	Jangalo		Jangalo	Dispensary	LGA	Rural	Public
7894	Kondoa DC	Mondo	Jangalo	Itolwa		Itolwa	Dispensary	LGA	Rural	Public
7897	Kondoa DC	Mondo	Mrijo	Mrijo Chini		Mrijo	Dispensary	LGA	Rural	Public
7898	Kondoa DC	Mondo	Mrijo	Mrijo Juu		Mkombozi	Dispensary	Private	Rural	Private
7903	Kondoa DC	Mondo	Mrijo	Msaada		Msaada	Dispensary	LGA	Rural	Public
7905	Kondoa DC	Mondo	Dalai	Tandala		Tandala	Dispensary	LGA	Rural	Public
7909	Kondoa DC	Mondo	Dalai	Kelema Maziwani		Kelema	Dispensary	LGA	Rural	Public
7910	Kondoa DC	Goima	Goima	Songolo		Goima	Dispensary	LGA	Rural	Public
7911	Kondoa DC	Goima	Goima	Jenjeluse		Goima	Dispensary	Roman Catholic	Rural	Faith-Based
7919	Kondoa DC	Goima	Chandama	Mwaikisabe		Mwaikisabe	Dispensary	LGA	Rural	Public
7921	Kondoa DC	Goima	Chandama	Chamnadama		Chandama	Dispensary	LGA	Rural	Public
7922	Kondoa DC	Goima	Chandama	Soya		Soya	Dispensary	LGA	Rural	Public
7927	Kondoa DC	Goima	Chemba	Chambalo		Chambalo	Dispensary	LGA	Rural	Public
7928	Kondoa DC	Goima	Chemba	Kidoka		Kidoka	Dispensary	LGA	Rural	Public
7929	Kondoa DC	Farkwa	Farkwa	Farkwa		Farkwa	Dispensary	LGA	Rural	Public
7930	Kondoa DC	Farkwa	Farkwa	Farkwa		Farkwa	Dispensary	Roman Catholic	Rural	Faith-Based
7933	Kondoa DC	Farkwa	Farkwa	Gonga		Gonga	Dispensary	LGA	Rural	Public
7936	Kondoa DC	Farkwa	Makorngo	Chase		Chase	Dispensary	LGA	Rural	Public
7937	Kondoa DC	Farkwa	Makorngo	Babayu		Babayu	Dispensary	LGA	Rural	Public
7939	Kondoa DC	Farkwa	Makorngo	Maziwa		Maziwa	Dispensary	LGA	Rural	Public
